hex,count_good_aircraft,count_bad_aircraft
8406c1dffffffff,3,0
8406c21ffffffff,20,0
8406c23ffffffff,28,0
8406c25ffffffff,2,0
8406c27ffffffff,20,0
8406c29ffffffff,26,0
8406c2bffffffff,30,0
8406c31ffffffff,28,0
8406c33ffffffff,3,0
8406c35ffffffff,9,0
8406c37ffffffff,29,0
8406c39ffffffff,21,0
8406c3bffffffff,4,0
8406c61ffffffff,8,0
8406c63ffffffff,6,0
8406c65ffffffff,8,0
8406c67ffffffff,3,0
8406c6dffffffff,1,0
8406c83ffffffff,41,0
8406c85ffffffff,54,0
8406c8dffffffff,1,0
8406c95ffffffff,38,0
8406c9dffffffff,27,0
8406ca1ffffffff,5,0
8406ca3ffffffff,51,0
8406ca5ffffffff,33,0
8406ca7ffffffff,8,0
8406ca9ffffffff,2,0
8406cabffffffff,54,0
8406cadffffffff,33,0
8406cb1ffffffff,37,0
8406cb3ffffffff,9,0
8406cb5ffffffff,3,0
8406cb7ffffffff,33,0
8406cb9ffffffff,39,0
8406cbbffffffff,32,0
8406cbdffffffff,2,0
8406cc5ffffffff,1,0
8406ce1ffffffff,33,0
8406ce3ffffffff,1,0
8406ce5ffffffff,40,0
8406ce7ffffffff,37,0
8406ce9ffffffff,14,0
8406cebffffffff,1,0
8406cedffffffff,33,0
8406d03ffffffff,2,0
8406d0bffffffff,3,0
8406d11ffffffff,4,0
8406d13ffffffff,1,0
8406d15ffffffff,7,0
8406d17ffffffff,4,0
8406d19ffffffff,9,0
8406d1bffffffff,2,0
8406d1dffffffff,6,0
8406d33ffffffff,6,0
8406d37ffffffff,2,0
8406d39ffffffff,1,0
8406d3bffffffff,6,0
8406d51ffffffff,2,0
8406d53ffffffff,10,0
8406d55ffffffff,1,0
8406d57ffffffff,7,0
8406d5bffffffff,8,0
8406d5dffffffff,1,0
8406d81ffffffff,9,0
8406d83ffffffff,10,0
8406d85ffffffff,18,0
8406d87ffffffff,9,0
8406d89ffffffff,10,0
8406d8bffffffff,10,0
8406d8dffffffff,18,0
8406d91ffffffff,30,0
8406d93ffffffff,15,0
8406d95ffffffff,13,0
8406d97ffffffff,30,0
8406d99ffffffff,23,0
8406d9bffffffff,18,0
8406d9dffffffff,19,0
8406da1ffffffff,16,0
8406da3ffffffff,19,0
8406da5ffffffff,4,0
8406da7ffffffff,18,0
8406da9ffffffff,18,0
8406dabffffffff,19,0
8406dadffffffff,4,0
8406db1ffffffff,15,0
8406db3ffffffff,8,0
8406db5ffffffff,6,0
8406db7ffffffff,17,0
8406db9ffffffff,9,0
8406dbbffffffff,16,0
8406dbdffffffff,7,0
8406dc1ffffffff,22,0
8406dc3ffffffff,12,0
8406dc5ffffffff,17,0
8406dc7ffffffff,24,0
8406dc9ffffffff,25,0
8406dcbffffffff,14,0
8406dcdffffffff,17,0
8406dd1ffffffff,22,0
8406dd3ffffffff,23,0
8406dd5ffffffff,17,0
8406dd7ffffffff,22,0
8406dd9ffffffff,16,0
8406ddbffffffff,37,0
8406dddffffffff,31,0
8406de1ffffffff,2,0
8406de3ffffffff,18,0
8406de5ffffffff,5,0
8406de7ffffffff,2,0
8406de9ffffffff,2,0
8406debffffffff,17,0
8406dedffffffff,5,0
8407401ffffffff,20,0
8407403ffffffff,17,0
8407405ffffffff,40,0
8407407ffffffff,16,0
8407409ffffffff,25,0
840740bffffffff,14,0
840740dffffffff,39,0
8407411ffffffff,39,0
8407413ffffffff,33,0
8407415ffffffff,43,0
8407417ffffffff,42,0
8407419ffffffff,32,0
840741bffffffff,33,0
840741dffffffff,36,0
8407421ffffffff,9,1
8407423ffffffff,39,0
8407425ffffffff,9,1
8407427ffffffff,9,0
8407429ffffffff,12,0
840742bffffffff,40,0
840742dffffffff,7,0
8407431ffffffff,28,0
8407433ffffffff,50,0
8407435ffffffff,14,0
8407437ffffffff,25,0
8407439ffffffff,17,0
840743bffffffff,43,0
840743dffffffff,15,0
8407441ffffffff,23,0
8407443ffffffff,23,0
8407445ffffffff,2,0
8407447ffffffff,29,0
8407449ffffffff,15,0
840744bffffffff,24,0
840744dffffffff,1,0
8407451ffffffff,26,0
8407453ffffffff,25,0
8407455ffffffff,21,0
8407457ffffffff,29,0
8407459ffffffff,4,0
840745bffffffff,17,0
840745dffffffff,21,0
8407461ffffffff,9,0
8407463ffffffff,9,0
8407467ffffffff,10,0
8407469ffffffff,11,0
840746bffffffff,7,0
8407481ffffffff,42,0
8407483ffffffff,13,0
8407485ffffffff,6,0
8407487ffffffff,40,0
8407489ffffffff,44,0
840748bffffffff,12,0
840748dffffffff,7,0
8407491ffffffff,2,0
8407495ffffffff,4,0
8407497ffffffff,4,0
840749dffffffff,3,0
84074a1ffffffff,10,0
84074a3ffffffff,37,0
84074a5ffffffff,43,0
84074a7ffffffff,7,0
84074a9ffffffff,9,0
84074abffffffff,38,0
84074adffffffff,40,0
84074b1ffffffff,11,0
84074b3ffffffff,34,0
84074b5ffffffff,8,0
84074b7ffffffff,6,0
84074b9ffffffff,13,0
84074bbffffffff,29,0
84074bdffffffff,41,0
84074c1ffffffff,17,0
84074c3ffffffff,45,0
84074c5ffffffff,59,0
84074c7ffffffff,13,0
84074c9ffffffff,8,0
84074cbffffffff,15,0
84074cdffffffff,58,0
84074d5ffffffff,10,0
84074ddffffffff,4,0
84074e1ffffffff,63,0
84074e3ffffffff,13,0
84074e5ffffffff,50,0
84074e7ffffffff,56,0
84074e9ffffffff,59,0
84074ebffffffff,46,0
84074edffffffff,44,0
8407503ffffffff,4,0
8407511ffffffff,22,0
8407513ffffffff,5,0
8407515ffffffff,17,0
8407517ffffffff,19,0
8407519ffffffff,21,0
840751bffffffff,8,0
840751dffffffff,7,0
8407531ffffffff,11,0
8407533ffffffff,18,0
8407535ffffffff,14,0
8407537ffffffff,12,0
8407539ffffffff,9,0
840753bffffffff,18,0
840753dffffffff,1,0
8407553ffffffff,2,0
8407581ffffffff,17,0
8407583ffffffff,20,0
8407585ffffffff,26,0
8407587ffffffff,23,0
8407589ffffffff,14,0
840758bffffffff,21,0
840758dffffffff,29,0
8407591ffffffff,41,0
8407593ffffffff,15,0
8407595ffffffff,26,0
8407597ffffffff,43,0
8407599ffffffff,48,0
840759bffffffff,16,0
840759dffffffff,28,0
84075a1ffffffff,16,0
84075a3ffffffff,24,0
84075a5ffffffff,22,0
84075a7ffffffff,19,0
84075a9ffffffff,27,0
84075abffffffff,27,0
84075adffffffff,24,0
84075b1ffffffff,9,0
84075b3ffffffff,58,0
84075b5ffffffff,12,0
84075b7ffffffff,11,0
84075b9ffffffff,12,0
84075bbffffffff,21,0
84075bdffffffff,25,0
84075c1ffffffff,24,0
84075c3ffffffff,19,0
84075c5ffffffff,26,0
84075c7ffffffff,27,0
84075c9ffffffff,39,0
84075cbffffffff,14,0
84075cdffffffff,24,0
84075d1ffffffff,68,0
84075d3ffffffff,30,0
84075d5ffffffff,17,0
84075d7ffffffff,34,0
84075d9ffffffff,65,0
84075dbffffffff,35,0
84075ddffffffff,25,0
84075e1ffffffff,7,0
84075e3ffffffff,27,0
84075e5ffffffff,7,0
84075e7ffffffff,20,0
84075e9ffffffff,8,0
84075ebffffffff,24,0
84075edffffffff,6,0
8407613ffffffff,1,0
8407623ffffffff,1,0
8407631ffffffff,1,0
8407635ffffffff,6,0
8407637ffffffff,20,0
84076a1ffffffff,7,0
84076a5ffffffff,32,0
84076a7ffffffff,36,0
84076a9ffffffff,20,0
84076adffffffff,36,0
84076b5ffffffff,1,0
84076e1ffffffff,5,0
84076e3ffffffff,14,0
84076e5ffffffff,2,0
84076e7ffffffff,25,0
8407717ffffffff,1,0
8408001ffffffff,7,0
8408005ffffffff,6,0
8408007ffffffff,6,0
840800bffffffff,9,0
840800dffffffff,5,0
8408021ffffffff,26,0
8408023ffffffff,35,0
8408025ffffffff,53,0
8408027ffffffff,42,0
8408029ffffffff,8,0
840802bffffffff,13,0
840802dffffffff,16,0
8408031ffffffff,16,0
8408033ffffffff,14,0
8408035ffffffff,51,0
8408037ffffffff,48,0
8408039ffffffff,10,0
840803bffffffff,7,0
840803dffffffff,14,0
8408041ffffffff,2,0
8408043ffffffff,5,0
8408045ffffffff,5,0
8408047ffffffff,3,0
8408049ffffffff,1,0
8408051ffffffff,6,0
8408053ffffffff,5,0
8408055ffffffff,4,0
8408057ffffffff,7,0
8408059ffffffff,1,0
840805bffffffff,7,0
840805dffffffff,3,0
8408061ffffffff,6,0
8408063ffffffff,7,0
8408065ffffffff,7,0
8408067ffffffff,2,0
840806bffffffff,2,0
840806dffffffff,7,0
8408101ffffffff,41,0
8408103ffffffff,3,0
8408105ffffffff,15,0
8408107ffffffff,5,0
8408109ffffffff,55,0
840810bffffffff,58,0
840810dffffffff,60,0
8408111ffffffff,2,0
8408113ffffffff,2,0
8408115ffffffff,2,0
8408117ffffffff,1,0
8408119ffffffff,45,0
840811bffffffff,8,0
840811dffffffff,8,0
8408121ffffffff,7,0
8408123ffffffff,10,0
8408125ffffffff,8,0
8408127ffffffff,7,0
8408129ffffffff,9,0
840812bffffffff,3,0
840812dffffffff,9,0
8408131ffffffff,15,0
8408133ffffffff,18,0
8408135ffffffff,14,0
8408137ffffffff,20,0
8408139ffffffff,5,0
840813bffffffff,11,0
840813dffffffff,6,0
8408141ffffffff,10,0
8408143ffffffff,25,0
8408145ffffffff,8,0
8408147ffffffff,24,0
8408149ffffffff,12,0
840814bffffffff,14,0
840814dffffffff,10,0
8408151ffffffff,46,0
8408153ffffffff,39,0
8408155ffffffff,41,0
8408157ffffffff,76,0
8408159ffffffff,10,0
840815bffffffff,15,0
840815dffffffff,16,0
8408161ffffffff,54,0
8408163ffffffff,61,0
8408165ffffffff,60,0
8408167ffffffff,49,0
8408169ffffffff,19,0
840816bffffffff,40,1
840816dffffffff,25,0
8408181ffffffff,5,0
8408183ffffffff,1,0
8408185ffffffff,3,0
8408187ffffffff,3,0
8408189ffffffff,2,0
840818bffffffff,4,0
840818dffffffff,7,0
8408191ffffffff,2,0
8408193ffffffff,5,0
8408195ffffffff,1,0
8408197ffffffff,2,0
8408199ffffffff,5,0
840819bffffffff,6,0
840819dffffffff,4,0
84081a1ffffffff,10,0
84081a3ffffffff,7,0
84081a5ffffffff,9,0
84081a7ffffffff,9,0
84081a9ffffffff,4,0
84081abffffffff,2,0
84081adffffffff,7,0
84081b1ffffffff,3,0
84081b3ffffffff,2,0
84081b5ffffffff,4,0
84081b7ffffffff,6,0
84081b9ffffffff,4,0
84081bbffffffff,2,0
84081bdffffffff,4,0
84081c5ffffffff,3,0
84081c7ffffffff,2,0
84081c9ffffffff,42,0
84081cbffffffff,37,0
84081cdffffffff,2,0
84081d1ffffffff,12,0
84081d3ffffffff,9,0
84081d7ffffffff,1,0
84081d9ffffffff,44,0
84081dbffffffff,44,0
84081ddffffffff,27,0
84081e1ffffffff,4,0
84081e3ffffffff,4,0
84081e5ffffffff,7,0
84081e7ffffffff,6,0
84081e9ffffffff,2,0
84081ebffffffff,4,0
84081edffffffff,7,0
8408201ffffffff,1,0
8408203ffffffff,1,0
8408207ffffffff,1,0
840820bffffffff,1,0
8408231ffffffff,2,0
8408233ffffffff,1,0
8408237ffffffff,1,0
8408239ffffffff,2,0
8408257ffffffff,1,0
8408281ffffffff,5,0
8408283ffffffff,13,0
8408285ffffffff,6,0
8408287ffffffff,11,0
8408289ffffffff,1,0
840828bffffffff,4,0
840828dffffffff,2,0
8408291ffffffff,35,0
8408293ffffffff,50,0
8408295ffffffff,34,0
8408297ffffffff,49,0
8408299ffffffff,14,0
840829bffffffff,42,0
840829dffffffff,17,0
84082a1ffffffff,7,0
84082a3ffffffff,22,0
84082a5ffffffff,5,0
84082a7ffffffff,17,0
84082a9ffffffff,5,0
84082abffffffff,9,0
84082adffffffff,4,0
84082b1ffffffff,52,0
84082b3ffffffff,9,0
84082b5ffffffff,50,0
84082b7ffffffff,7,0
84082b9ffffffff,29,0
84082bbffffffff,50,0
84082bdffffffff,26,0
84082c3ffffffff,1,0
84082c7ffffffff,1,0
84082d1ffffffff,1,0
84082d3ffffffff,4,0
84082d5ffffffff,1,0
84082d7ffffffff,3,0
84082d9ffffffff,2,0
84082dbffffffff,2,0
84082ddffffffff,1,0
84082e3ffffffff,5,0
84082e7ffffffff,5,0
8408301ffffffff,5,0
8408303ffffffff,6,0
8408305ffffffff,8,0
8408307ffffffff,6,0
8408309ffffffff,1,0
840830bffffffff,1,0
840830dffffffff,6,0
8408311ffffffff,5,0
8408313ffffffff,5,0
8408315ffffffff,6,0
8408317ffffffff,5,0
8408319ffffffff,1,0
840831dffffffff,4,0
8408321ffffffff,11,0
8408323ffffffff,9,0
8408325ffffffff,17,0
8408327ffffffff,15,0
8408329ffffffff,10,0
840832bffffffff,11,0
840832dffffffff,12,0
8408331ffffffff,12,0
8408333ffffffff,5,0
8408335ffffffff,10,0
8408337ffffffff,10,0
8408339ffffffff,1,0
840833bffffffff,3,0
840833dffffffff,15,0
8408345ffffffff,3,0
8408347ffffffff,2,0
840834dffffffff,4,0
8408351ffffffff,4,0
8408355ffffffff,1,0
8408357ffffffff,3,0
8408359ffffffff,4,0
8408361ffffffff,19,0
8408363ffffffff,8,0
8408365ffffffff,20,0
8408367ffffffff,19,0
8408369ffffffff,2,0
840836bffffffff,1,0
840836dffffffff,18,0
8408801ffffffff,42,0
8408803ffffffff,29,0
8408805ffffffff,129,0
8408807ffffffff,12,0
8408809ffffffff,25,0
840880bffffffff,44,0
840880dffffffff,69,0
8408811ffffffff,6,0
8408813ffffffff,5,0
8408815ffffffff,11,0
8408817ffffffff,4,0
8408819ffffffff,30,0
840881bffffffff,22,0
840881dffffffff,25,0
8408821ffffffff,34,1
8408823ffffffff,49,1
8408825ffffffff,36,1
8408827ffffffff,21,1
8408829ffffffff,155,2
840882bffffffff,52,1
840882dffffffff,58,0
8408831ffffffff,25,0
8408833ffffffff,20,0
8408835ffffffff,48,0
8408837ffffffff,48,0
8408839ffffffff,16,0
840883bffffffff,12,0
840883dffffffff,38,1
8408841ffffffff,14,0
8408843ffffffff,20,0
8408845ffffffff,39,0
8408847ffffffff,19,0
8408849ffffffff,20,0
840884bffffffff,17,0
840884dffffffff,24,0
8408851ffffffff,14,0
8408853ffffffff,18,0
8408855ffffffff,16,0
8408857ffffffff,33,0
8408859ffffffff,10,0
840885bffffffff,11,0
840885dffffffff,10,0
8408861ffffffff,161,1
8408863ffffffff,201,1
8408865ffffffff,112,0
8408867ffffffff,144,0
8408869ffffffff,62,0
840886bffffffff,67,0
840886dffffffff,107,1
8408881ffffffff,4,0
8408883ffffffff,3,0
8408885ffffffff,3,1
8408887ffffffff,1,0
8408889ffffffff,4,0
840888bffffffff,4,0
840888dffffffff,5,1
8408891ffffffff,6,0
8408893ffffffff,4,0
8408895ffffffff,7,0
8408897ffffffff,6,0
8408899ffffffff,6,0
840889bffffffff,3,0
840889dffffffff,5,0
84088a1ffffffff,2,0
84088a3ffffffff,8,2
84088a5ffffffff,6,2
84088a7ffffffff,4,2
84088a9ffffffff,3,1
84088abffffffff,1,1
84088adffffffff,6,1
84088b1ffffffff,1,0
84088b3ffffffff,1,0
84088b5ffffffff,3,0
84088b7ffffffff,2,0
84088b9ffffffff,4,1
84088bbffffffff,2,0
84088bdffffffff,3,0
84088c1ffffffff,6,0
84088c3ffffffff,4,0
84088c5ffffffff,6,0
84088c7ffffffff,1,0
84088c9ffffffff,24,0
84088cbffffffff,19,0
84088cdffffffff,4,0
84088d1ffffffff,3,0
84088d3ffffffff,5,0
84088d5ffffffff,1,0
84088d7ffffffff,1,0
84088d9ffffffff,20,0
84088dbffffffff,16,1
84088ddffffffff,5,0
84088e1ffffffff,6,2
84088e3ffffffff,4,1
84088e5ffffffff,14,0
84088e7ffffffff,5,1
84088e9ffffffff,5,0
84088ebffffffff,8,2
84088edffffffff,4,1
8408901ffffffff,10,4
8408903ffffffff,20,3
8408905ffffffff,10,3
8408907ffffffff,11,5
8408909ffffffff,34,4
840890bffffffff,25,8
840890dffffffff,17,1
8408911ffffffff,26,1
8408913ffffffff,22,0
8408915ffffffff,21,2
8408917ffffffff,11,3
8408919ffffffff,41,2
840891bffffffff,34,0
840891dffffffff,31,5
8408921ffffffff,3,6
8408923ffffffff,10,12
8408925ffffffff,2,1
8408927ffffffff,4,2
8408929ffffffff,9,5
840892bffffffff,17,7
840892dffffffff,3,7
8408931ffffffff,36,12
8408933ffffffff,32,5
8408935ffffffff,11,8
8408937ffffffff,10,6
8408939ffffffff,34,12
840893bffffffff,32,5
840893dffffffff,32,18
8408941ffffffff,30,2
8408943ffffffff,40,2
8408945ffffffff,28,8
8408947ffffffff,30,4
8408949ffffffff,68,8
840894bffffffff,65,4
840894dffffffff,38,4
8408951ffffffff,48,1
8408953ffffffff,46,2
8408955ffffffff,41,2
8408957ffffffff,27,3
8408959ffffffff,114,1
840895bffffffff,93,0
840895dffffffff,58,2
8408961ffffffff,9,3
8408963ffffffff,8,1
8408965ffffffff,10,3
8408967ffffffff,6,4
8408969ffffffff,19,0
840896bffffffff,17,2
840896dffffffff,16,4
8408981ffffffff,22,2
8408983ffffffff,14,2
8408985ffffffff,32,0
8408987ffffffff,22,5
8408989ffffffff,33,10
840898bffffffff,29,3
840898dffffffff,12,3
8408991ffffffff,67,18
8408993ffffffff,27,6
8408995ffffffff,50,22
8408997ffffffff,125,81
8408999ffffffff,49,10
840899bffffffff,11,4
840899dffffffff,40,9
84089a1ffffffff,16,2
84089a3ffffffff,24,7
84089a5ffffffff,11,2
84089a7ffffffff,9,3
84089a9ffffffff,17,0
84089abffffffff,19,0
84089adffffffff,9,1
84089b1ffffffff,57,7
84089b3ffffffff,7,3
84089b5ffffffff,40,2
84089b7ffffffff,13,0
84089b9ffffffff,26,8
84089bbffffffff,43,30
84089bdffffffff,44,11
84089c1ffffffff,42,2
84089c3ffffffff,37,7
84089c5ffffffff,22,0
84089c7ffffffff,31,1
84089c9ffffffff,27,1
84089cbffffffff,48,1
84089cdffffffff,36,0
84089d1ffffffff,51,11
84089d3ffffffff,22,0
84089d5ffffffff,30,7
84089d7ffffffff,54,8
84089d9ffffffff,40,4
84089dbffffffff,21,2
84089ddffffffff,46,7
84089e1ffffffff,37,2
84089e3ffffffff,33,0
84089e5ffffffff,29,2
84089e7ffffffff,22,1
84089e9ffffffff,11,1
84089ebffffffff,11,0
84089edffffffff,34,5
8408a01ffffffff,15,0
8408a03ffffffff,12,0
8408a05ffffffff,13,0
8408a07ffffffff,11,0
8408a09ffffffff,9,0
8408a0bffffffff,14,1
8408a0dffffffff,16,0
8408a11ffffffff,11,1
8408a13ffffffff,6,0
8408a15ffffffff,8,0
8408a17ffffffff,6,0
8408a19ffffffff,8,0
8408a1bffffffff,9,0
8408a1dffffffff,6,0
8408a21ffffffff,29,0
8408a23ffffffff,21,0
8408a25ffffffff,27,0
8408a27ffffffff,26,0
8408a29ffffffff,33,0
8408a2bffffffff,15,0
8408a2dffffffff,19,0
8408a31ffffffff,10,0
8408a33ffffffff,9,0
8408a35ffffffff,19,0
8408a37ffffffff,10,0
8408a39ffffffff,12,0
8408a3bffffffff,4,0
8408a3dffffffff,10,0
8408a41ffffffff,120,0
8408a43ffffffff,46,0
8408a45ffffffff,176,0
8408a47ffffffff,29,0
8408a49ffffffff,42,0
8408a4bffffffff,62,0
8408a4dffffffff,123,0
8408a51ffffffff,19,0
8408a53ffffffff,9,0
8408a55ffffffff,15,0
8408a57ffffffff,16,0
8408a59ffffffff,59,0
8408a5bffffffff,33,0
8408a5dffffffff,55,0
8408a61ffffffff,32,0
8408a63ffffffff,33,0
8408a65ffffffff,11,0
8408a67ffffffff,31,0
8408a69ffffffff,104,0
8408a6bffffffff,51,0
8408a6dffffffff,57,0
8408a81ffffffff,9,0
8408a83ffffffff,4,0
8408a85ffffffff,12,0
8408a87ffffffff,10,0
8408a89ffffffff,8,0
8408a8bffffffff,7,0
8408a8dffffffff,13,0
8408a91ffffffff,4,0
8408a93ffffffff,6,0
8408a95ffffffff,8,0
8408a97ffffffff,9,0
8408a99ffffffff,6,0
8408a9bffffffff,4,0
8408a9dffffffff,5,0
8408aa1ffffffff,19,0
8408aa3ffffffff,28,0
8408aa5ffffffff,29,0
8408aa7ffffffff,26,0
8408aa9ffffffff,10,0
8408aabffffffff,12,0
8408aadffffffff,11,0
8408ab1ffffffff,17,0
8408ab3ffffffff,21,0
8408ab5ffffffff,24,0
8408ab7ffffffff,22,0
8408ab9ffffffff,9,0
8408abbffffffff,9,0
8408abdffffffff,9,0
8408ac1ffffffff,11,0
8408ac3ffffffff,13,0
8408ac5ffffffff,8,0
8408ac7ffffffff,10,0
8408ac9ffffffff,10,0
8408acbffffffff,15,0
8408acdffffffff,9,0
8408ad1ffffffff,6,0
8408ad3ffffffff,10,0
8408ad5ffffffff,5,0
8408ad7ffffffff,5,0
8408ad9ffffffff,7,0
8408adbffffffff,9,0
8408addffffffff,12,0
8408ae1ffffffff,15,0
8408ae3ffffffff,13,0
8408ae5ffffffff,13,0
8408ae7ffffffff,15,0
8408ae9ffffffff,10,0
8408aebffffffff,10,0
8408aedffffffff,10,0
8408b01ffffffff,67,0
8408b03ffffffff,67,1
8408b05ffffffff,28,0
8408b07ffffffff,27,0
8408b09ffffffff,55,0
8408b0bffffffff,52,0
8408b0dffffffff,58,0
8408b11ffffffff,32,0
8408b13ffffffff,36,0
8408b15ffffffff,59,1
8408b17ffffffff,58,0
8408b19ffffffff,15,0
8408b1bffffffff,21,0
8408b1dffffffff,35,0
8408b21ffffffff,80,3
8408b23ffffffff,82,3
8408b25ffffffff,70,12
8408b27ffffffff,72,13
8408b29ffffffff,83,0
8408b2bffffffff,83,0
8408b2dffffffff,97,1
8408b31ffffffff,113,0
8408b33ffffffff,122,0
8408b35ffffffff,94,2
8408b37ffffffff,93,0
8408b39ffffffff,33,0
8408b3bffffffff,70,1
8408b3dffffffff,102,0
8408b41ffffffff,41,0
8408b43ffffffff,38,0
8408b45ffffffff,69,0
8408b47ffffffff,62,0
8408b49ffffffff,49,0
8408b4bffffffff,34,0
8408b4dffffffff,75,0
8408b51ffffffff,21,0
8408b53ffffffff,25,0
8408b55ffffffff,25,0
8408b57ffffffff,20,0
8408b59ffffffff,20,0
8408b5bffffffff,28,0
8408b5dffffffff,19,0
8408b61ffffffff,30,1
8408b63ffffffff,36,0
8408b65ffffffff,76,0
8408b67ffffffff,77,0
8408b69ffffffff,71,1
8408b6bffffffff,52,0
8408b6dffffffff,41,0
8408c01ffffffff,3,0
8408c03ffffffff,7,0
8408c05ffffffff,10,0
8408c07ffffffff,21,0
8408c09ffffffff,8,0
8408c0bffffffff,7,0
8408c0dffffffff,10,0
8408c11ffffffff,19,0
8408c13ffffffff,6,0
8408c15ffffffff,13,0
8408c17ffffffff,2,0
8408c19ffffffff,7,0
8408c1bffffffff,9,0
8408c1dffffffff,12,0
8408c21ffffffff,15,0
8408c23ffffffff,13,0
8408c25ffffffff,16,0
8408c27ffffffff,11,0
8408c29ffffffff,16,0
8408c2bffffffff,22,0
8408c2dffffffff,13,0
8408c31ffffffff,25,0
8408c33ffffffff,3,0
8408c35ffffffff,13,1
8408c37ffffffff,5,0
8408c39ffffffff,21,0
8408c3bffffffff,3,0
8408c3dffffffff,26,0
8408c41ffffffff,9,0
8408c43ffffffff,8,0
8408c45ffffffff,9,0
8408c47ffffffff,10,0
8408c49ffffffff,5,0
8408c4bffffffff,4,0
8408c4dffffffff,7,0
8408c51ffffffff,1,0
8408c55ffffffff,5,0
8408c57ffffffff,6,0
8408c59ffffffff,3,0
8408c5bffffffff,2,0
8408c5dffffffff,3,0
8408c61ffffffff,8,0
8408c63ffffffff,9,0
8408c65ffffffff,7,0
