hex,count_good_aircraft,count_bad_aircraft
8406657ffffffff,3,0
8406659ffffffff,4,0
840665dffffffff,2,0
8406661ffffffff,9,0
8406663ffffffff,4,0
8406665ffffffff,7,0
8406667ffffffff,6,0
8406669ffffffff,9,0
840666bffffffff,4,0
840666dffffffff,11,0
8406703ffffffff,2,0
840670bffffffff,1,0
8406711ffffffff,1,0
8406715ffffffff,4,0
8406719ffffffff,1,0
840671dffffffff,13,0
8406741ffffffff,5,0
8406743ffffffff,3,0
8406745ffffffff,4,0
8406749ffffffff,6,0
840674bffffffff,4,0
840674dffffffff,9,0
8406751ffffffff,16,0
8406753ffffffff,5,0
8406755ffffffff,1,0
8406757ffffffff,17,0
8406759ffffffff,16,0
840675bffffffff,7,0
840675dffffffff,1,0
8406769ffffffff,5,0
840676bffffffff,2,0
840676dffffffff,2,0
8406983ffffffff,1,0
8406987ffffffff,5,0
8406997ffffffff,3,0
84069a3ffffffff,8,0
84069a5ffffffff,9,0
84069a9ffffffff,2,0
84069adffffffff,9,0
84069b1ffffffff,3,0
84069b3ffffffff,4,0
84069b7ffffffff,7,0
84069b9ffffffff,2,0
84069bbffffffff,4,0
84069bdffffffff,4,0
84069e3ffffffff,1,0
8406c01ffffffff,2,0
8406c03ffffffff,13,0
8406c05ffffffff,12,0
8406c07ffffffff,3,0
8406c15ffffffff,6,0
8406c17ffffffff,5,0
8406c1dffffffff,7,0
8406c21ffffffff,12,0
8406c23ffffffff,11,0
8406c25ffffffff,2,0
8406c27ffffffff,11,0
8406c29ffffffff,11,0
8406c2bffffffff,15,0
8406c31ffffffff,21,0
8406c33ffffffff,5,0
8406c35ffffffff,4,0
8406c37ffffffff,18,0
8406c39ffffffff,17,0
8406c3bffffffff,2,0
8406c3dffffffff,3,0
8406c61ffffffff,4,0
8406c63ffffffff,4,0
8406c65ffffffff,8,0
8406c6dffffffff,4,0
8406c83ffffffff,6,0
8406c85ffffffff,13,0
8406c87ffffffff,2,0
8406c8dffffffff,2,0
8406c93ffffffff,1,0
8406c95ffffffff,13,0
8406c9dffffffff,10,0
8406ca1ffffffff,8,0
8406ca3ffffffff,7,0
8406ca5ffffffff,16,0
8406ca7ffffffff,7,0
8406ca9ffffffff,6,0
8406cabffffffff,6,0
8406cadffffffff,12,0
8406cb1ffffffff,13,0
8406cb3ffffffff,3,0
8406cb5ffffffff,5,0
8406cb7ffffffff,8,0
8406cb9ffffffff,16,0
8406cbbffffffff,6,0
8406ce1ffffffff,14,0
8406ce3ffffffff,2,0
8406ce5ffffffff,16,0
8406ce7ffffffff,12,0
8406ce9ffffffff,2,0
8406cedffffffff,12,0
8406d01ffffffff,1,0
8406d03ffffffff,1,0
8406d11ffffffff,7,0
8406d13ffffffff,1,0
8406d15ffffffff,5,0
8406d17ffffffff,6,0
8406d19ffffffff,9,0
8406d1bffffffff,1,0
8406d1dffffffff,5,0
8406d31ffffffff,1,0
8406d33ffffffff,3,0
8406d37ffffffff,1,0
8406d39ffffffff,1,0
8406d3bffffffff,3,0
8406d53ffffffff,8,0
8406d55ffffffff,3,0
8406d57ffffffff,5,0
8406d5bffffffff,8,0
8406d5dffffffff,1,0
8406d81ffffffff,5,0
8406d83ffffffff,4,0
8406d85ffffffff,8,0
8406d87ffffffff,5,0
8406d89ffffffff,5,0
8406d8bffffffff,4,0
8406d8dffffffff,6,0
8406d91ffffffff,14,0
8406d93ffffffff,7,0
8406d95ffffffff,11,0
8406d97ffffffff,14,0
8406d99ffffffff,8,0
8406d9bffffffff,13,0
8406d9dffffffff,16,0
8406da1ffffffff,8,0
8406da3ffffffff,8,0
8406da5ffffffff,5,0
8406da7ffffffff,8,0
8406da9ffffffff,6,0
8406dabffffffff,8,0
8406dadffffffff,7,0
8406db1ffffffff,9,0
8406db3ffffffff,10,0
8406db5ffffffff,2,0
8406db7ffffffff,15,0
8406db9ffffffff,4,0
8406dbbffffffff,16,0
8406dbdffffffff,2,0
8406dc1ffffffff,8,0
8406dc3ffffffff,5,0
8406dc5ffffffff,11,0
8406dc7ffffffff,7,0
8406dc9ffffffff,9,0
8406dcbffffffff,8,0
8406dcdffffffff,11,0
8406dd1ffffffff,11,0
8406dd3ffffffff,7,0
8406dd5ffffffff,11,0
8406dd7ffffffff,18,0
8406dd9ffffffff,8,0
8406ddbffffffff,8,0
8406dddffffffff,17,0
8406de1ffffffff,9,0
8406de3ffffffff,6,0
8406de5ffffffff,5,0
8406de7ffffffff,8,0
8406de9ffffffff,7,0
8406debffffffff,9,0
8406dedffffffff,6,0
8407349ffffffff,1,0
8407401ffffffff,15,0
8407403ffffffff,14,0
8407405ffffffff,14,0
8407407ffffffff,15,0
8407409ffffffff,9,0
840740bffffffff,19,0
840740dffffffff,14,0
8407411ffffffff,20,0
8407413ffffffff,19,0
8407415ffffffff,25,0
8407417ffffffff,27,0
8407419ffffffff,12,0
840741bffffffff,18,0
840741dffffffff,27,0
8407421ffffffff,6,0
8407423ffffffff,23,0
8407425ffffffff,5,0
8407427ffffffff,10,0
8407429ffffffff,9,0
840742bffffffff,20,0
840742dffffffff,7,0
8407431ffffffff,15,0
8407433ffffffff,44,0
8407435ffffffff,11,0
8407437ffffffff,19,0
8407439ffffffff,13,0
840743bffffffff,33,0
840743dffffffff,9,0
8407441ffffffff,4,0
8407443ffffffff,13,0
8407445ffffffff,2,0
8407447ffffffff,9,0
8407449ffffffff,3,0
840744bffffffff,15,0
8407451ffffffff,25,0
8407453ffffffff,12,0
8407455ffffffff,18,0
8407457ffffffff,26,0
8407459ffffffff,4,0
840745bffffffff,12,0
840745dffffffff,12,0
8407461ffffffff,4,0
8407463ffffffff,9,0
8407467ffffffff,9,0
8407469ffffffff,7,0
840746bffffffff,4,0
8407481ffffffff,6,0
8407483ffffffff,4,0
8407485ffffffff,5,0
8407487ffffffff,3,0
8407489ffffffff,8,0
840748bffffffff,5,0
840748dffffffff,6,0
84074a1ffffffff,7,0
84074a3ffffffff,2,0
84074a5ffffffff,5,0
84074a7ffffffff,5,0
84074a9ffffffff,5,0
84074abffffffff,3,0
84074adffffffff,3,0
84074b1ffffffff,4,0
84074b3ffffffff,6,0
84074b5ffffffff,2,0
84074b7ffffffff,1,0
84074b9ffffffff,4,0
84074bbffffffff,5,0
84074bdffffffff,3,0
84074c1ffffffff,10,0
84074c3ffffffff,10,0
84074c5ffffffff,18,0
84074c7ffffffff,9,0
84074c9ffffffff,14,0
84074cbffffffff,6,0
84074cdffffffff,11,0
84074d5ffffffff,6,0
84074ddffffffff,1,0
84074e1ffffffff,18,0
84074e3ffffffff,11,0
84074e5ffffffff,35,0
84074e7ffffffff,13,0
84074e9ffffffff,14,0
84074ebffffffff,11,0
84074edffffffff,25,0
8407503ffffffff,4,0
8407507ffffffff,1,0
840750bffffffff,2,0
8407511ffffffff,12,0
8407513ffffffff,8,0
8407515ffffffff,9,0
8407517ffffffff,11,0
8407519ffffffff,14,0
840751bffffffff,5,0
840751dffffffff,8,0
8407523ffffffff,1,0
8407531ffffffff,10,0
8407533ffffffff,11,0
8407535ffffffff,8,0
8407537ffffffff,14,0
8407539ffffffff,6,0
840753bffffffff,12,0
840753dffffffff,5,0
8407553ffffffff,5,0
840755bffffffff,3,0
8407581ffffffff,6,0
8407583ffffffff,16,0
8407585ffffffff,5,0
8407587ffffffff,13,0
8407589ffffffff,2,0
840758bffffffff,16,0
840758dffffffff,4,0
8407591ffffffff,14,0
8407593ffffffff,5,0
8407595ffffffff,19,0
8407597ffffffff,14,0
8407599ffffffff,11,0
840759bffffffff,5,0
840759dffffffff,23,0
84075a1ffffffff,2,0
84075a3ffffffff,12,0
84075a5ffffffff,5,0
84075a7ffffffff,5,0
84075a9ffffffff,4,0
84075abffffffff,7,0
84075adffffffff,5,0
84075b1ffffffff,3,0
84075b3ffffffff,18,0
84075b5ffffffff,6,0
84075b7ffffffff,3,0
84075b9ffffffff,8,0
84075bbffffffff,20,0
84075bdffffffff,14,0
84075c1ffffffff,11,0
84075c3ffffffff,6,0
84075c5ffffffff,15,0
84075c7ffffffff,7,0
84075c9ffffffff,11,0
84075cbffffffff,6,0
84075cdffffffff,15,0
84075d1ffffffff,67,0
84075d3ffffffff,15,0
84075d5ffffffff,6,0
84075d7ffffffff,32,0
84075d9ffffffff,63,0
84075dbffffffff,35,0
84075ddffffffff,26,0
84075e1ffffffff,8,0
84075e3ffffffff,4,0
84075e5ffffffff,14,0
84075e7ffffffff,4,0
84075e9ffffffff,16,0
84075ebffffffff,7,0
84075edffffffff,11,0
8407631ffffffff,4,0
8407635ffffffff,5,0
8407637ffffffff,16,0
840764dffffffff,1,0
84076a1ffffffff,8,0
84076a5ffffffff,18,0
84076a7ffffffff,13,0
84076a9ffffffff,16,0
84076adffffffff,20,0
84076b5ffffffff,2,0
84076e1ffffffff,1,0
84076e3ffffffff,13,0
84076e5ffffffff,2,0
84076e7ffffffff,15,0
8407713ffffffff,2,0
8408001ffffffff,6,0
8408005ffffffff,9,0
8408007ffffffff,13,0
8408009ffffffff,5,0
840800bffffffff,7,0
840800dffffffff,5,0
8408021ffffffff,34,0
8408023ffffffff,54,0
8408025ffffffff,63,0
8408027ffffffff,52,0
8408029ffffffff,16,0
840802bffffffff,21,0
840802dffffffff,21,0
8408031ffffffff,26,0
8408033ffffffff,38,0
8408035ffffffff,63,0
8408037ffffffff,61,0
8408039ffffffff,12,0
840803bffffffff,14,0
840803dffffffff,24,0
8408041ffffffff,1,0
8408043ffffffff,4,0
8408045ffffffff,2,0
8408047ffffffff,4,0
840804bffffffff,2,0
8408051ffffffff,3,0
8408053ffffffff,7,0
8408055ffffffff,4,0
8408057ffffffff,7,0
840805bffffffff,4,0
840805dffffffff,2,0
8408061ffffffff,7,0
8408063ffffffff,4,0
8408065ffffffff,9,0
8408067ffffffff,5,0
8408069ffffffff,4,0
840806bffffffff,6,0
840806dffffffff,8,0
8408101ffffffff,52,0
8408103ffffffff,3,0
8408105ffffffff,16,0
8408107ffffffff,7,0
8408109ffffffff,58,0
840810bffffffff,69,0
840810dffffffff,72,0
8408111ffffffff,5,0
8408113ffffffff,5,0
8408115ffffffff,10,0
8408117ffffffff,5,0
8408119ffffffff,55,0
840811bffffffff,7,0
840811dffffffff,8,0
8408121ffffffff,11,0
8408123ffffffff,8,0
8408125ffffffff,9,0
8408127ffffffff,6,0
8408129ffffffff,13,0
840812bffffffff,10,0
840812dffffffff,7,0
8408131ffffffff,14,0
8408133ffffffff,18,0
8408135ffffffff,9,0
8408137ffffffff,16,0
8408139ffffffff,10,0
840813bffffffff,9,0
840813dffffffff,10,0
8408141ffffffff,4,0
8408143ffffffff,23,0
8408145ffffffff,5,0
8408147ffffffff,24,0
8408149ffffffff,16,0
840814bffffffff,17,0
840814dffffffff,9,0
8408151ffffffff,54,0
8408153ffffffff,52,0
8408155ffffffff,38,0
8408157ffffffff,85,0
8408159ffffffff,22,0
840815bffffffff,24,0
840815dffffffff,22,0
8408161ffffffff,60,0
8408163ffffffff,63,0
8408165ffffffff,68,0
8408167ffffffff,60,0
8408169ffffffff,15,0
840816bffffffff,49,0
840816dffffffff,36,0
8408181ffffffff,3,0
8408185ffffffff,1,0
8408187ffffffff,3,0
8408189ffffffff,4,0
840818bffffffff,2,0
840818dffffffff,2,0
8408191ffffffff,1,0
8408197ffffffff,1,0
8408199ffffffff,2,0
840819bffffffff,1,0
84081a1ffffffff,5,0
84081a3ffffffff,4,0
84081a5ffffffff,4,0
84081a7ffffffff,3,0
84081a9ffffffff,4,0
84081abffffffff,2,0
84081adffffffff,4,0
84081b1ffffffff,1,0
84081b3ffffffff,2,0
84081b5ffffffff,6,0
84081b7ffffffff,6,0
84081bbffffffff,1,0
84081bdffffffff,3,0
84081c1ffffffff,6,0
84081c3ffffffff,5,0
84081c5ffffffff,3,0
84081c7ffffffff,4,0
84081c9ffffffff,45,0
84081cbffffffff,39,0
84081cdffffffff,7,0
84081d1ffffffff,12,0
84081d3ffffffff,9,0
84081d5ffffffff,3,0
84081d7ffffffff,2,0
84081d9ffffffff,53,0
84081dbffffffff,54,0
84081ddffffffff,33,0
84081e1ffffffff,2,0
84081e3ffffffff,1,0
84081e5ffffffff,3,0
84081e7ffffffff,4,0
84081e9ffffffff,3,0
84081ebffffffff,2,0
84081edffffffff,6,0
8408207ffffffff,1,0
8408211ffffffff,2,0
8408217ffffffff,1,0
8408219ffffffff,2,0
8408231ffffffff,2,0
8408235ffffffff,2,0
8408237ffffffff,2,0
840823bffffffff,1,0
840823dffffffff,2,0
8408243ffffffff,1,0
8408259ffffffff,1,0
840825bffffffff,1,0
8408281ffffffff,3,0
8408283ffffffff,24,0
8408285ffffffff,5,0
8408287ffffffff,23,0
840828bffffffff,2,0
840828dffffffff,1,0
8408291ffffffff,56,0
8408293ffffffff,61,0
8408295ffffffff,52,0
8408297ffffffff,57,0
8408299ffffffff,27,0
840829bffffffff,63,0
840829dffffffff,23,0
84082a1ffffffff,13,0
84082a3ffffffff,44,0
84082a5ffffffff,10,0
84082a7ffffffff,42,0
84082a9ffffffff,6,0
84082abffffffff,15,0
84082adffffffff,6,0
84082b1ffffffff,54,0
84082b3ffffffff,7,0
84082b5ffffffff,56,0
84082b7ffffffff,7,0
84082b9ffffffff,53,0
84082bbffffffff,56,0
84082bdffffffff,48,0
84082c3ffffffff,1,0
84082c5ffffffff,1,0
84082c7ffffffff,1,0
84082cdffffffff,1,0
84082d1ffffffff,1,0
84082d3ffffffff,4,0
84082d9ffffffff,1,0
84082dbffffffff,3,0
84082ddffffffff,1,0
84082e3ffffffff,3,0
84082e5ffffffff,1,0
84082e7ffffffff,2,0
84082ebffffffff,1,0
84082edffffffff,1,0
8408301ffffffff,2,0
8408303ffffffff,6,0
8408305ffffffff,7,0
8408307ffffffff,12,0
8408309ffffffff,2,0
840830bffffffff,2,0
840830dffffffff,3,0
8408311ffffffff,3,0
8408313ffffffff,1,0
8408315ffffffff,4,0
8408317ffffffff,5,0
8408319ffffffff,2,0
840831dffffffff,3,0
8408321ffffffff,11,0
8408323ffffffff,9,0
8408325ffffffff,19,0
8408327ffffffff,14,0
8408329ffffffff,20,0
840832bffffffff,22,0
840832dffffffff,14,0
8408331ffffffff,12,0
8408333ffffffff,9,0
8408335ffffffff,14,0
8408337ffffffff,17,0
8408339ffffffff,8,0
840833bffffffff,7,0
840833dffffffff,22,0
8408341ffffffff,1,0
8408343ffffffff,2,0
8408345ffffffff,2,0
8408347ffffffff,2,0
8408349ffffffff,3,0
840834bffffffff,2,0
840834dffffffff,3,0
8408351ffffffff,3,0
8408357ffffffff,3,0
8408359ffffffff,3,0
8408361ffffffff,15,0
8408363ffffffff,6,0
8408365ffffffff,23,0
8408367ffffffff,25,0
8408369ffffffff,1,0
840836bffffffff,1,0
840836dffffffff,10,0
8408801ffffffff,38,0
8408803ffffffff,36,0
8408805ffffffff,127,0
8408807ffffffff,10,0
8408809ffffffff,32,0
840880bffffffff,39,0
840880dffffffff,82,0
8408811ffffffff,8,0
8408813ffffffff,2,0
8408815ffffffff,12,0
8408817ffffffff,2,0
8408819ffffffff,28,0
840881bffffffff,26,0
840881dffffffff,27,0
8408821ffffffff,34,0
8408823ffffffff,63,0
8408825ffffffff,25,0
8408827ffffffff,16,0
8408829ffffffff,138,2
840882bffffffff,59,0
840882dffffffff,52,0
8408831ffffffff,20,0
8408833ffffffff,18,0
8408835ffffffff,66,0
8408837ffffffff,58,0
8408839ffffffff,16,0
840883bffffffff,14,0
840883dffffffff,43,0
8408841ffffffff,13,0
8408843ffffffff,23,0
8408845ffffffff,42,0
8408847ffffffff,24,0
8408849ffffffff,21,0
840884bffffffff,17,0
840884dffffffff,30,0
8408851ffffffff,10,0
8408853ffffffff,12,0
8408855ffffffff,11,0
8408857ffffffff,28,0
8408859ffffffff,11,0
840885bffffffff,7,0
840885dffffffff,11,0
8408861ffffffff,153,0
8408863ffffffff,192,2
8408865ffffffff,117,0
8408867ffffffff,139,2
8408869ffffffff,87,0
840886bffffffff,81,0
840886dffffffff,91,0
8408881ffffffff,5,0
8408883ffffffff,4,0
8408885ffffffff,9,0
8408887ffffffff,4,0
8408889ffffffff,5,0
840888bffffffff,5,0
840888dffffffff,9,0
8408891ffffffff,7,0
8408893ffffffff,4,0
8408895ffffffff,7,0
8408897ffffffff,4,0
8408899ffffffff,6,0
840889bffffffff,6,0
840889dffffffff,6,0
84088a1ffffffff,8,0
84088a3ffffffff,24,0
84088a5ffffffff,13,2
84088a7ffffffff,17,0
84088a9ffffffff,9,0
84088abffffffff,6,0
84088adffffffff,9,1
84088b1ffffffff,9,0
84088b3ffffffff,3,0
84088b5ffffffff,19,0
84088b7ffffffff,7,1
84088b9ffffffff,4,0
84088bbffffffff,5,0
84088bdffffffff,9,1
84088c1ffffffff,4,0
84088c3ffffffff,3,0
84088c5ffffffff,9,0
84088c7ffffffff,3,0
84088c9ffffffff,25,0
84088cbffffffff,22,0
84088cdffffffff,8,0
84088d1ffffffff,2,0
84088d3ffffffff,3,0
84088d5ffffffff,5,0
84088d7ffffffff,3,0
84088d9ffffffff,24,0
84088dbffffffff,18,0
84088ddffffffff,6,0
84088e1ffffffff,6,0
84088e3ffffffff,16,0
84088e5ffffffff,13,0
84088e7ffffffff,10,0
84088e9ffffffff,4,0
84088ebffffffff,12,0
84088edffffffff,4,0
8408901ffffffff,37,0
8408903ffffffff,42,0
8408905ffffffff,53,1
8408907ffffffff,25,1
8408909ffffffff,61,0
840890bffffffff,43,0
840890dffffffff,52,1
8408911ffffffff,41,0
8408913ffffffff,53,1
8408915ffffffff,36,0
8408917ffffffff,34,0
8408919ffffffff,28,0
840891bffffffff,22,0
840891dffffffff,48,0
8408921ffffffff,55,8
8408923ffffffff,59,4
8408925ffffffff,24,0
8408927ffffffff,16,1
8408929ffffffff,65,2
840892bffffffff,87,1
840892dffffffff,55,7
8408931ffffffff,76,3
8408933ffffffff,54,1
8408935ffffffff,47,3
8408937ffffffff,36,4
8408939ffffffff,73,2
840893bffffffff,67,1
840893dffffffff,101,2
8408941ffffffff,39,0
8408943ffffffff,43,0
8408945ffffffff,55,0
8408947ffffffff,71,0
8408949ffffffff,43,0
840894bffffffff,35,0
840894dffffffff,42,1
8408951ffffffff,50,2
8408953ffffffff,37,0
8408955ffffffff,45,0
8408957ffffffff,19,0
8408959ffffffff,98,1
840895bffffffff,84,2
840895dffffffff,56,0
8408961ffffffff,65,2
8408963ffffffff,55,1
8408965ffffffff,59,4
8408967ffffffff,56,4
8408969ffffffff,54,1
840896bffffffff,53,2
840896dffffffff,78,2
8408981ffffffff,65,5
8408983ffffffff,50,4
8408985ffffffff,55,1
8408987ffffffff,58,7
8408989ffffffff,63,6
840898bffffffff,44,5
840898dffffffff,33,2
8408991ffffffff,67,10
8408993ffffffff,42,5
8408995ffffffff,70,17
8408997ffffffff,120,30
8408999ffffffff,53,4
840899bffffffff,16,2
840899dffffffff,50,5
84089a1ffffffff,38,2
84089a3ffffffff,43,5
84089a5ffffffff,50,11
84089a7ffffffff,25,4
84089a9ffffffff,24,1
84089abffffffff,29,3
84089adffffffff,20,0
84089b1ffffffff,62,11
84089b3ffffffff,30,9
84089b5ffffffff,42,7
84089b7ffffffff,15,2
84089b9ffffffff,88,20
84089bbffffffff,76,16
84089bdffffffff,50,10
84089c1ffffffff,30,0
84089c3ffffffff,31,0
84089c5ffffffff,56,1
84089c7ffffffff,60,7
84089c9ffffffff,21,0
84089cbffffffff,50,0
84089cdffffffff,29,0
84089d1ffffffff,65,5
84089d3ffffffff,31,4
84089d5ffffffff,39,2
84089d7ffffffff,57,6
84089d9ffffffff,52,0
84089dbffffffff,31,2
84089ddffffffff,58,5
84089e1ffffffff,50,1
84089e3ffffffff,51,1
84089e5ffffffff,48,1
84089e7ffffffff,33,2
84089e9ffffffff,16,0
84089ebffffffff,13,0
84089edffffffff,43,2
8408a01ffffffff,11,0
8408a03ffffffff,6,0
8408a05ffffffff,8,0
8408a07ffffffff,8,0
8408a09ffffffff,5,0
8408a0bffffffff,8,0
8408a0dffffffff,12,0
8408a11ffffffff,5,0
8408a13ffffffff,4,0
8408a15ffffffff,3,0
8408a17ffffffff,4,0
8408a19ffffffff,6,0
8408a1bffffffff,5,0
8408a1dffffffff,6,0
8408a21ffffffff,31,0
8408a23ffffffff,20,0
8408a25ffffffff,27,0
8408a27ffffffff,31,0
8408a29ffffffff,36,0
8408a2bffffffff,20,0
8408a2dffffffff,28,0
8408a31ffffffff,6,0
8408a33ffffffff,6,0
8408a35ffffffff,9,0
8408a37ffffffff,6,0
8408a39ffffffff,6,0
8408a3bffffffff,5,0
8408a3dffffffff,6,0
8408a41ffffffff,145,0
8408a43ffffffff,58,0
8408a45ffffffff,195,0
8408a47ffffffff,35,0
8408a49ffffffff,63,0
8408a4bffffffff,70,0
8408a4dffffffff,118,0
8408a51ffffffff,25,0
8408a53ffffffff,13,0
8408a55ffffffff,20,0
8408a57ffffffff,10,0
8408a59ffffffff,67,0
8408a5bffffffff,23,0
8408a5dffffffff,60,0
8408a61ffffffff,37,0
8408a63ffffffff,41,0
8408a65ffffffff,8,0
8408a67ffffffff,37,0
8408a69ffffffff,114,0
8408a6bffffffff,60,0
8408a6dffffffff,54,0
8408a81ffffffff,7,0
8408a83ffffffff,6,0
8408a85ffffffff,11,0
8408a87ffffffff,11,0
8408a89ffffffff,8,0
8408a8bffffffff,4,0
8408a8dffffffff,9,0
8408a91ffffffff,5,0
8408a93ffffffff,5,0
8408a95ffffffff,5,0
8408a97ffffffff,11,0
8408a99ffffffff,5,0
8408a9bffffffff,5,0
8408a9dffffffff,5,0
8408aa1ffffffff,16,0
8408aa3ffffffff,26,0
8408aa5ffffffff,27,0
8408aa7ffffffff,29,0
8408aa9ffffffff,7,0
8408aabffffffff,11,0
8408aadffffffff,6,0
8408ab1ffffffff,14,0
8408ab3ffffffff,23,0
8408ab5ffffffff,27,0
8408ab7ffffffff,25,0
8408ab9ffffffff,8,0
8408abbffffffff,6,0
8408abdffffffff,6,0
8408ac1ffffffff,11,0
8408ac3ffffffff,13,0
8408ac5ffffffff,12,0
8408ac7ffffffff,10,0
8408ac9ffffffff,5,0
8408acbffffffff,12,0
8408acdffffffff,5,0
8408ad1ffffffff,5,0
8408ad3ffffffff,5,0
8408ad5ffffffff,5,0
8408ad7ffffffff,5,0
8408ad9ffffffff,5,0
8408adbffffffff,5,0
8408addffffffff,10,0
8408ae1ffffffff,9,0
8408ae3ffffffff,8,0
8408ae5ffffffff,9,0
8408ae7ffffffff,7,0
8408ae9ffffffff,11,0
8408aebffffffff,12,0
8408aedffffffff,6,0
8408b01ffffffff,69,0
8408b03ffffffff,65,0
8408b05ffffffff,36,0
8408b07ffffffff,37,0
8408b09ffffffff,45,0
8408b0bffffffff,39,0
8408b0dffffffff,69,0
8408b11ffffffff,34,0
8408b13ffffffff,40,0
8408b15ffffffff,67,0
8408b17ffffffff,68,0
8408b19ffffffff,9,0
8408b1bffffffff,23,0
8408b1dffffffff,35,0
8408b21ffffffff,90,1
8408b23ffffffff,86,0
8408b25ffffffff,62,0
8408b27ffffffff,58,0
8408b29ffffffff,81,0
8408b2bffffffff,80,0
8408b2dffffffff,90,0
8408b31ffffffff,112,0
8408b33ffffffff,124,0
8408b35ffffffff,80,0
8408b37ffffffff,84,0
8408b39ffffffff,46,0
8408b3bffffffff,71,0
8408b3dffffffff,111,0
8408b41ffffffff,53,0
8408b43ffffffff,30,0
8408b45ffffffff,62,0
8408b47ffffffff,58,0
8408b49ffffffff,48,0
8408b4bffffffff,39,0
8408b4dffffffff,66,0
8408b51ffffffff,12,0
8408b53ffffffff,12,0
8408b55ffffffff,12,0
8408b57ffffffff,13,0
8408b59ffffffff,13,0
8408b5bffffffff,20,0
8408b5dffffffff,17,0
8408b61ffffffff,41,0
8408b63ffffffff,39,0
8408b65ffffffff,72,0
8408b67ffffffff,76,0
8408b69ffffffff,79,0
8408b6bffffffff,60,0
8408b6dffffffff,56,0
8408c01ffffffff,1,0
8408c03ffffffff,4,0
8408c05ffffffff,7,0
8408c07ffffffff,11,0
8408c09ffffffff,2,0
8408c0bffffffff,2,0
8408c0dffffffff,2,0
8408c11ffffffff,12,0
8408c13ffffffff,4,0
8408c15ffffffff,10,0
8408c17ffffffff,5,0
8408c19ffffffff,6,0
8408c1bffffffff,5,0
8408c1dffffffff,4,0
8408c21ffffffff,16,0
8408c23ffffffff,16,1
8408c25ffffffff,20,0
8408c27ffffffff,14,0
8408c29ffffffff,9,0
